dataset,backbone,metric,method,mean,sd_seed,mean_s42,se_boot,ci_lo,ci_hi,box,delta_l1,ci_l1_lo,ci_l1_hi,p_l1,p_l1_seed,seeds_l1,holm_l1,sig_l1,delta_l2,ci_l2_lo,ci_l2_hi,p_l2,p_l2_seed,seeds_l2,holm_l2,sig_l2,tost_equiv
saopaulo,FPMC,NDCG20,Steck-b,0.02953,0.0001662,0.02933,0.00085,0.0277,0.03102,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,MRR_u,BASE,0.02847,0.0,0.02847,0.00109,0.02644,0.03062,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,MRR_u,SIT,0.02823,0.0002294,0.02861,0.00108,0.02658,0.03072,,-0.00024,-0.00044,0.00071,0.624,0.079857,1,,,0.00109,0.00067,0.00271,0.001333,0.002056,5,,,
saopaulo,FPMC,MRR_u,Steck-b,0.02714,0.0001678,0.02695,0.00105,0.02502,0.02916,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR5_u,BASE,0.0384,0.0,0.0384,0.00172,0.03497,0.04167,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR5_u,SIT,0.03879,0.0001817,0.03906,0.00172,0.03575,0.04245,,0.00039,-0.00055,0.00196,0.322667,0.008312,5,,,0.00092,-0.00033,0.00345,0.109333,0.006064,5,,,
saopaulo,FPMC,HR5_u,Steck-b,0.03787,0.000328,0.03754,0.00167,0.03426,0.04076,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR10_u,BASE,0.05619,0.0,0.05619,0.00205,0.05224,0.06016,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR10_u,SIT,0.05601,0.0004711,0.05672,0.00207,0.05272,0.06068,,-0.00018,-0.0009,0.00195,0.453333,0.452232,1,,,0.00305,0.00137,0.00585,0.001333,0.000123,5,,,
saopaulo,FPMC,HR10_u,Steck-b,0.05296,9.92e-05,0.05307,0.00198,0.04923,0.05703,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR20_u,BASE,0.07747,0.0,0.07747,0.00237,0.07307,0.08231,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR20_u,SIT,0.07719,0.000806,0.07825,0.00241,0.07371,0.08316,,-0.00027,-0.00105,0.00254,0.394667,0.490246,2,,,0.00388,0.00269,0.00784,0.0,0.000442,5,,,
saopaulo,FPMC,HR20_u,Steck-b,0.07331,0.0002635,0.07305,0.00224,0.06852,0.07745,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG5_u,BASE,0.02593,0.0,0.02593,0.00121,0.02367,0.02839,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG5_u,SIT,0.02591,0.0001975,0.02623,0.00122,0.02398,0.02873,,-1e-05,-0.00037,0.00101,0.418667,0.875754,2,,,0.00081,0.00027,0.00254,0.016,0.00624,5,,,
saopaulo,FPMC,NDCG5_u,Steck-b,0.0251,0.000214,0.02486,0.00118,0.02251,0.02721,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG10_u,BASE,0.03167,0.0,0.03167,0.00123,0.02931,0.03402,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG10_u,SIT,0.03146,0.0002742,0.03191,0.00123,0.02957,0.03431,,-0.00021,-0.00045,0.00087,0.533333,0.157966,1,,,0.00151,0.00093,0.00322,0.0,0.000456,5,,,
saopaulo,FPMC,NDCG10_u,Steck-b,0.02995,8.92e-05,0.02985,0.00124,0.02747,0.03228,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG20_u,BASE,0.03706,0.0,0.03706,0.00127,0.03463,0.03954,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG20_u,SIT,0.03682,0.0003249,0.03733,0.00128,0.03487,0.03987,,-0.00024,-0.00036,0.00089,0.4,0.168747,1,,,0.00174,0.00128,0.00355,0.0,0.000581,5,,,
saopaulo,FPMC,NDCG20_u,Steck-b,0.03507,0.0001768,0.03489,0.00123,0.03241,0.03728,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,Coverage,BASE,0.96757,0.0,0.96757,0.00159,0.95229,0.95853,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,Coverage,SIT,0.97275,0.0005218,0.97194,0.00148,0.95884,0.96445,,0.00518,0.00281,0.00935,0.0,2.4e-05,5,,,-0.01185,-0.01981,-0.01278,0.0,1e-06,0,,,
saopaulo,FPMC,Coverage,Steck-b,0.9846,0.0001708,0.98441,0.00117,0.97568,0.98004,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,Gini,BASE,0.60119,0.0,0.60119,0.00092,0.60061,0.60418,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,Gini,SIT,0.59497,0.0014152,0.59526,0.001,0.59451,0.59839,,-0.00622,-0.00673,-0.00503,0.0,0.000601,0,,,0.02608,0.0258,0.02822,0.0,0.0,5,,,
saopaulo,FPMC,Gini,Steck-b,0.56889,0.0019724,0.56811,0.00113,0.56728,0.57171,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,LT20,BASE,0.43927,0.0,0.4392699897289276,0.0013,0.43676,0.44192,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,LT20,SIT,0.44401,0.001187,0.4433499872684479,0.00131,0.44074,0.44593,,0.00473,0.00318,0.00493,0.0,0.000875,5,,,-0.01609,-0.01874,-0.01623,0.0,3e-06,0,,,
saopaulo,FPMC,LT20,Steck-b,0.4601,0.0016176,0.4608300030231476,0.00125,0.45842,0.46335,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,JS,BASE,0.25283,0.0,0.25283,0.00093,0.25099,0.2546,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,JS,SIT,0.26225,0.0026252,0.26412,0.00099,0.26218,0.26597,,0.00942,0.01013,0.01244,0.0,0.001312,5,,,0.1079,0.10978,0.11323,0.0,1e-06,5,,,
saopaulo,FPMC,JS,Steck-b,0.15435,0.0016041,0.1527,0.00065,0.15142,0.15394,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,CatMRR,BASE,0.41929,0.0,0.41929,0.00251,0.41444,0.42398,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,CatMRR,SIT,0.42743,0.0031799,0.43208,0.00265,0.427,0.43735,,0.00814,0.01065,0.01502,0.0,0.004604,5,,,-0.02965,-0.0301,-0.02284,0.0,4e-06,0,,,
saopaulo,SASRec,CatMRR,Steck-b,0.45708,0.0015051,0.45852,0.00266,0.45335,0.46392,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,CatNDCG,BASE,0.5189,0.0,0.5189,0.00219,0.51466,0.52338,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,CatNDCG,SIT,0.51961,0.0028311,0.52395,0.00226,0.51968,0.52856,,0.00071,0.00322,0.00706,0.0,0.606196,3,,,-0.01825,-0.02154,-0.01544,0.0,0.000977,0,,,
saopaulo,SASRec,CatNDCG,Steck-b,0.53786,0.0066657,0.54255,0.00238,0.53819,0.5475,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,macroCatMRR,BASE,0.28289,0.0,0.28289,0.00262,0.27801,0.28802,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,macroCatMRR,SIT,0.28729,0.001629,0.29006,0.00239,0.28563,0.29504,ridondante,0.0044,0.00494,0.00912,0.0,0.003794,5,0.0,***,-0.05612,-0.04993,-0.041,0.0,0.000911,0,0.0,***,
saopaulo,SASRec,macroCatMRR,Steck-b,0.34341,0.0133518,0.33538,0.00311,0.3294,0.34167,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,MRR,BASE,0.02576,0.0,0.02576,0.00079,0.02425,0.02736,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,MRR,SIT,0.02579,9.45e-05,0.02593,0.0008,0.02443,0.02751,,2e-05,-0.00025,0.00057,0.422667,0.588786,3,,,0.00241,0.00145,0.00279,0.0,0.001351,5,,,
saopaulo,SASRec,MRR,Steck-b,0.02337,0.0007456,0.02381,0.00073,0.02234,0.02513,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR5,BASE,0.034,0.0,0.034,0.00117,0.03176,0.03635,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR5,SIT,0.03401,0.0003517,0.03367,0.00117,0.03142,0.03598,,1e-05,-0.00126,0.00055,0.484,0.959992,2,,,0.00368,0.00143,0.00407,0.0,0.004164,5,,,
saopaulo,SASRec,HR5,Steck-b,0.03033,0.0010681,0.0309,0.00116,0.02859,0.03312,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR10,BASE,0.05092,0.0,0.05092,0.00145,0.04813,0.05373,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR10,SIT,0.05164,0.0004356,0.05224,0.00146,0.04941,0.05508,,0.00072,0.00015,0.00247,0.024,0.021113,5,,,0.00503,0.0031,0.00625,0.0,0.001462,5,,,
saopaulo,SASRec,HR10,Steck-b,0.04661,0.0017868,0.04758,0.00138,0.04489,0.05041,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR20,BASE,0.07508,0.0,0.07508,0.00169,0.0717,0.07848,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR20,SIT,0.0748,0.0004673,0.07525,0.0017,0.07202,0.07864,,-0.00028,-0.00106,0.00147,0.8,0.255577,2,,,0.00636,0.00352,0.00713,0.0,0.001579,5,,,1
saopaulo,SASRec,HR20,Steck-b,0.06844,0.0022956,0.06996,0.00168,0.06648,0.07323,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG5,BASE,0.02284,0.0,0.02284,0.00085,0.02113,0.02453,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG5,SIT,0.02284,0.0001008,0.02278,0.00085,0.02115,0.02448,,-1e-05,-0.00058,0.00041,0.805333,0.868999,2,,,0.00257,0.00136,0.00296,0.0,0.00189,5,,,
saopaulo,SASRec,NDCG5,Steck-b,0.02026,0.0006991,0.02065,0.00079,0.01903,0.02216,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG10,BASE,0.02826,0.0,0.02826,0.00087,0.02658,0.03001,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG10,SIT,0.02849,0.0001698,0.02874,0.00088,0.02705,0.0305,,0.00024,2e-05,0.00098,0.034667,0.034711,5,,,0.00299,0.00202,0.00349,0.0,0.001135,5,,,
saopaulo,SASRec,NDCG10,Steck-b,0.0255,0.0009307,0.02602,0.00084,0.02438,0.02761,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG20,BASE,0.03433,0.0,0.03433,0.00089,0.03258,0.03615,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG20,SIT,0.03431,0.0001657,0.0345,0.00089,0.03285,0.03638,,-2e-05,-0.00027,0.00065,0.425333,0.831905,3,,,0.0033,0.00209,0.00354,0.0,0.001309,5,,,1
saopaulo,SASRec,NDCG20,Steck-b,0.03101,0.0010688,0.03165,0.00088,0.02991,0.03334,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,MRR_u,BASE,0.03076,0.0,0.03076,0.00113,0.02849,0.03308,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,MRR_u,SIT,0.03084,0.0001543,0.03102,0.00114,0.0288,0.03333,,8e-05,-0.00026,0.00079,0.32,0.305166,3,,,0.00313,0.00156,0.00366,0.0,0.001352,5,,,
saopaulo,SASRec,MRR_u,Steck-b,0.02771,0.0010214,0.02836,0.00108,0.02623,0.03048,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR5_u,BASE,0.04065,0.0,0.04065,0.00171,0.03733,0.04404,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR5_u,SIT,0.04108,0.0002087,0.04093,0.00175,0.03743,0.04435,,0.00042,-0.00089,0.00143,0.668,0.010525,5,,,0.00489,0.0019,0.00552,0.0,0.003482,5,,,
saopaulo,SASRec,HR5_u,Steck-b,0.03618,0.0015661,0.03717,0.00166,0.03391,0.0404,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR10_u,BASE,0.06098,0.0,0.06098,0.00201,0.05707,0.06473,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR10_u,SIT,0.06208,0.0005089,0.06275,0.00206,0.05874,0.06668,,0.00109,0.00038,0.00316,0.014667,0.008633,5,,,0.00648,0.00368,0.00804,0.0,0.00123,5,,,
saopaulo,SASRec,HR10_u,Steck-b,0.0556,0.0022037,0.05691,0.00203,0.05298,0.06097,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR20_u,BASE,0.0901,0.0,0.0901,0.00253,0.08521,0.09499,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,HR20_u,SIT,0.08959,0.0005799,0.08998,0.00251,0.08511,0.09468,,-0.00052,-0.00208,0.00176,0.906667,0.116382,1,,,0.00775,0.00355,0.00882,0.0,0.000728,5,,,
saopaulo,SASRec,HR20_u,Steck-b,0.08183,0.0024077,0.08371,0.00244,0.07941,0.0887,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG5_u,BASE,0.02724,0.0,0.02724,0.00131,0.02474,0.02988,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG5_u,SIT,0.02744,3.07e-05,0.02746,0.00131,0.02499,0.03019,,0.0002,-0.0005,0.00088,0.524,0.000123,5,,,0.00341,0.00167,0.00393,0.0,0.001786,5,,,
saopaulo,SASRec,NDCG5_u,Steck-b,0.02404,0.0010252,0.02468,0.00119,0.02227,0.027,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG10_u,BASE,0.03376,0.0,0.03376,0.00134,0.03119,0.03633,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG10_u,SIT,0.03418,0.0002304,0.03447,0.00135,0.03187,0.03708,,0.00042,0.00011,0.00132,0.016,0.015416,5,,,0.00388,0.0023,0.00458,0.0,0.001093,5,,,
saopaulo,SASRec,NDCG10_u,Steck-b,0.03029,0.0012342,0.03104,0.00125,0.02861,0.03342,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG20_u,BASE,0.04107,0.0,0.04107,0.00134,0.03852,0.04359,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,NDCG20_u,SIT,0.04106,0.0002364,0.04127,0.00135,0.03861,0.04388,,-1e-05,-0.00043,0.00084,0.570667,0.959188,3,,,0.00416,0.00239,0.00454,0.0,0.000958,5,,,
saopaulo,SASRec,NDCG20_u,Steck-b,0.03691,0.0012967,0.03781,0.00129,0.03522,0.04033,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,Coverage,BASE,0.98846,0.0,0.98846,0.00107,0.9816,0.98582,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,Coverage,SIT,0.99065,0.0003118,0.99033,0.00105,0.9841,0.98815,,0.00218,0.00062,0.00437,0.013333,9.7e-05,5,,,-0.00168,-0.00312,0.00156,0.62,0.001348,0,,,
saopaulo,SASRec,Coverage,Steck-b,0.99233,0.000751,0.99158,0.00099,0.98503,0.98909,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,Gini,BASE,0.54596,0.0,0.54596,0.00109,0.54526,0.54959,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,Gini,SIT,0.54489,0.0013228,0.5461,0.00117,0.54521,0.54987,,-0.00107,-0.00066,0.00094,0.724,0.143594,1,,,0.01361,0.00974,0.01191,0.0,0.005008,5,,,
saopaulo,SASRec,Gini,Steck-b,0.53128,0.0067098,0.53525,0.00122,0.53451,0.53924,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,LT20,BASE,0.5262,0.0,0.526199996471405,0.00132,0.52355,0.52877,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,LT20,SIT,0.52365,0.0016083,0.5217999815940857,0.00137,0.51909,0.52451,,-0.00255,-0.00529,-0.00359,0.0,0.023779,0,,,-0.00289,-0.00413,-0.00177,0.0,0.00662,0,,,
saopaulo,SASRec,LT20,Steck-b,0.52654,0.0026336,0.5247399806976318,0.00133,0.52212,0.52741,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,JS,BASE,0.23664,0.0,0.23664,0.00082,0.23501,0.2383,,,,,,,,,,,,,,,,,,
saopaulo,SASRec,JS,SIT,0.24678,0.0020027,0.24723,0.00088,0.24552,0.24888,,0.01014,0.00961,0.01159,0.0,0.000346,5,,,0.09141,0.09207,0.09514,0.0,1e-06,5,,,
saopaulo,SASRec,JS,Steck-b,0.15537,0.002021,0.15362,0.00061,0.15241,0.15478,,,,,,,,,,,,,,,,,,
yelp,B_blind,CatMRR,BASE,0.74785,0.0,0.74785,0.00222,0.74366,0.75238,,,,,,,,,,,,,,,,,,
yelp,B_blind,CatMRR,SIT,0.74964,0.0032514,0.75422,0.00222,0.74999,0.75864,,0.00178,0.0053,0.00749,0.0,0.287076,2,,,0.00198,0.00542,0.00768,0.0,0.240056,2,,,
yelp,B_blind,CatMRR,Steck-b,0.74765,3.98e-05,0.74769,0.00219,0.74342,0.75199,,,,,,,,,,,,,,,,,,
yelp,B_blind,CatNDCG,BASE,0.76544,0.0,0.76544,0.00208,0.76128,0.76933,,,,,,,,,,,,,,,,,,
yelp,B_blind,CatNDCG,SIT,0.76622,0.0011993,0.76744,0.00213,0.76315,0.77143,,0.00078,0.00109,0.00287,0.0,0.221602,2,,,0.00069,0.00101,0.00284,0.0,0.268395,2,,,
yelp,B_blind,CatNDCG,Steck-b,0.76553,9.4e-06,0.76551,0.00208,0.76146,0.76956,,,,,,,,,,,,,,,,,,
yelp,B_blind,macroCatMRR,BASE,0.09049,0.0,0.09049,0.0018,0.0882,0.0965,,,,,,,,,,,,,,,,,,
yelp,B_blind,macroCatMRR,SIT,0.09046,0.00245,0.08641,0.00178,0.08409,0.09221,nullo,-3e-05,-0.00587,-0.00225,0.0,0.978878,3,0.0,***,-0.00223,-0.009,-0.00447,0.0,0.13787,0,0.0,***,
yelp,B_blind,macroCatMRR,Steck-b,0.0927,0.0002931,0.09299,0.00194,0.09015,0.09877,,,,,,,,,,,,,,,,,,
yelp,B_blind,MRR,BASE,0.01556,0.0,0.01556,0.0004,0.01475,0.01633,,,,,,,,,,,,,,,,,,
yelp,B_blind,MRR,SIT,0.01559,4.57e-05,0.01564,0.00041,0.01483,0.01644,,3e-05,-8e-05,0.00024,0.273333,0.223628,2,,,3e-05,-9e-05,0.00022,0.362667,0.176927,5,,,
yelp,B_blind,MRR,Steck-b,0.01556,1.05e-05,0.01557,0.0004,0.01478,0.01634,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR5,BASE,0.01751,0.0,0.01751,0.00071,0.01617,0.0189,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR5,SIT,0.01759,3.85e-05,0.01765,0.00071,0.01629,0.01906,,8e-05,-0.00027,0.00054,0.518667,0.009014,5,,,4e-05,-0.0003,0.00046,0.728,0.077742,4,,,
yelp,B_blind,HR5,Steck-b,0.01755,1.49e-05,0.01757,0.0007,0.01625,0.01895,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR10,BASE,0.03138,0.0,0.03138,0.00092,0.02961,0.03312,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR10,SIT,0.0314,3.55e-05,0.03141,0.00092,0.02964,0.0332,,2e-05,-0.00049,0.00054,0.96,0.241982,2,,,3e-05,-0.00046,0.00052,1.0,0.034109,4,,,
yelp,B_blind,HR10,Steck-b,0.03138,2.98e-05,0.03141,0.00091,0.02964,0.03319,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR20,BASE,0.052,0.0,0.052,0.00114,0.04979,0.05419,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR20,SIT,0.0522,0.0001354,0.05238,0.00115,0.05008,0.05465,,0.00021,-0.00022,0.00101,0.226667,0.026965,5,,,0.00024,-0.00014,0.00106,0.169333,0.040874,5,,,1
yelp,B_blind,HR20,Steck-b,0.05196,4.47e-05,0.05191,0.00116,0.04972,0.05425,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG5,BASE,0.01072,0.0,0.01072,0.00044,0.00989,0.01158,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG5,SIT,0.01076,3.54e-05,0.01082,0.00044,0.00998,0.01166,,4e-05,-0.0001,0.0003,0.318667,0.062007,5,,,4e-05,-0.00011,0.00028,0.378667,0.034104,5,,,
yelp,B_blind,NDCG5,Steck-b,0.01072,1.25e-05,0.01073,0.00045,0.00989,0.01162,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG10,BASE,0.01517,0.0,0.01517,0.00049,0.01423,0.01616,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG10,SIT,0.01519,3.56e-05,0.01523,0.00049,0.01426,0.01622,,2e-05,-0.00016,0.00026,0.624,0.322832,2,,,2e-05,-0.00014,0.00024,0.625333,0.055461,5,,,
yelp,B_blind,NDCG10,Steck-b,0.01516,1.48e-05,0.01518,0.00048,0.01426,0.01611,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG20,BASE,0.02034,0.0,0.02034,0.00051,0.01931,0.02136,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG20,SIT,0.0204,5.55e-05,0.02047,0.00052,0.01946,0.0215,,6e-05,-5e-05,0.00033,0.198667,0.074195,5,,,7e-05,-5e-05,0.00034,0.142667,0.058962,5,,,1
yelp,B_blind,NDCG20,Steck-b,0.02033,3.6e-06,0.02033,0.00051,0.01937,0.02139,,,,,,,,,,,,,,,,,,
yelp,B_blind,MRR_u,BASE,0.01967,0.0,0.01967,0.00065,0.01835,0.02095,,,,,,,,,,,,,,,,,,
yelp,B_blind,MRR_u,SIT,0.01972,8.56e-05,0.01983,0.00066,0.01848,0.02108,,5e-05,-9e-05,0.0004,0.228,0.27229,2,,,4e-05,-8e-05,0.00037,0.230667,0.283372,2,,,
yelp,B_blind,MRR_u,Steck-b,0.01968,1.16e-05,0.01969,0.00068,0.01841,0.02105,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR5_u,BASE,0.02336,0.0,0.02336,0.00113,0.02125,0.02558,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR5_u,SIT,0.02342,0.0001103,0.02362,0.00114,0.02144,0.02586,,6e-05,-0.00041,0.00092,0.468,0.282471,5,,,0.00012,-0.00033,0.00097,0.332,0.076127,5,,,
yelp,B_blind,HR5_u,Steck-b,0.0233,0.0,0.0233,0.00108,0.02116,0.02541,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR10_u,BASE,0.03981,0.0,0.03981,0.00143,0.03704,0.04258,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR10_u,SIT,0.03974,1.81e-05,0.03976,0.00144,0.03696,0.0426,,-7e-05,-0.00083,0.00079,0.922667,0.001181,0,,,-1e-05,-0.00078,0.00074,0.998667,0.119817,0,,,
yelp,B_blind,HR10_u,Steck-b,0.03975,3.41e-05,0.03979,0.00145,0.03702,0.04261,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR20_u,BASE,0.06554,0.0,0.06554,0.00184,0.06185,0.06909,,,,,,,,,,,,,,,,,,
yelp,B_blind,HR20_u,SIT,0.06551,2.08e-05,0.06548,0.00184,0.06177,0.06898,,-2e-05,-0.00087,0.00074,0.882667,0.066591,0,,,-1e-05,-0.0008,0.0007,0.865333,0.722174,3,,,
yelp,B_blind,HR20_u,Steck-b,0.06552,2.76e-05,0.06555,0.00176,0.06215,0.06888,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG5_u,BASE,0.01454,0.0,0.01454,0.00073,0.01323,0.01598,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG5_u,SIT,0.01459,0.0001046,0.01476,0.00074,0.01337,0.01628,,5e-05,-0.00011,0.00056,0.178667,0.343239,2,,,9e-05,-7e-05,0.00055,0.116,0.109764,5,,,
yelp,B_blind,NDCG5_u,Steck-b,0.0145,8e-06,0.01451,0.00076,0.01307,0.01607,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG10_u,BASE,0.01981,0.0,0.01981,0.00077,0.01836,0.02129,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG10_u,SIT,0.01982,7.45e-05,0.01992,0.00078,0.01839,0.02142,,1e-05,-0.00021,0.00045,0.512,0.763606,2,,,3e-05,-0.00018,0.00041,0.442667,0.287432,2,,,
yelp,B_blind,NDCG10_u,Steck-b,0.01979,1.57e-05,0.0198,0.0008,0.01827,0.02145,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG20_u,BASE,0.02627,0.0,0.02627,0.00085,0.02462,0.02793,,,,,,,,,,,,,,,,,,
yelp,B_blind,NDCG20_u,SIT,0.0263,5.77e-05,0.02637,0.00085,0.02468,0.02809,,2e-05,-0.00019,0.00039,0.508,0.399449,2,,,3e-05,-0.00017,0.00036,0.534667,0.204808,2,,,
yelp,B_blind,NDCG20_u,Steck-b,0.02627,1.23e-05,0.02628,0.00082,0.02469,0.02795,,,,,,,,,,,,,,,,,,
yelp,B_blind,Coverage,BASE,0.2921,0.0,0.2921,0.00026,0.29117,0.2921,,,,,,,,,,,,,,,,,,
yelp,B_blind,Coverage,SIT,0.30196,0.0072168,0.30849,0.00047,0.30586,0.30756,,0.00987,0.01407,0.01593,0.0,0.037779,5,,,0.00792,0.01206,0.01407,0.0,0.072384,5,,,
yelp,B_blind,Coverage,Steck-b,0.29405,8.47e-05,0.29395,0.00025,0.29303,0.29395,,,,,,,,,,,,,,,,,,
yelp,B_blind,Gini,BASE,0.92861,0.0,0.92861,0.00029,0.92815,0.92932,,,,,,,,,,,,,,,,,,
yelp,B_blind,Gini,SIT,0.92855,0.0002579,0.929,0.00029,0.92855,0.92971,,-7e-05,0.00028,0.0005,0.0,0.602969,1,,,7e-05,0.00044,0.00065,0.0,0.595927,2,,,
yelp,B_blind,Gini,Steck-b,0.92848,1.23e-05,0.92847,0.00029,0.92803,0.92916,,,,,,,,,,,,,,,,,,
yelp,B_blind,LT20,BASE,0.03995,0.0,0.03994999825954437,0.0005,0.03902,0.04098,,,,,,,,,,,,,,,,,,
yelp,B_blind,LT20,SIT,0.0395,0.0008318,0.03822999820113182,0.00049,0.0373,0.03923,,-0.00044,-0.00194,-0.00148,0.0,0.299563,3,,,-0.00055,-0.00207,-0.0016,0.0,0.230506,3,,,
yelp,B_blind,LT20,Steck-b,0.04005,3.4e-05,0.0400799997150898,0.00051,0.0391,0.04109,,,,,,,,,,,,,,,,,,
yelp,B_blind,JS,BASE,0.09845,0.0,0.09845,0.00042,0.09762,0.09931,,,,,,,,,,,,,,,,,,
yelp,B_blind,JS,SIT,0.09941,0.0016698,0.10212,0.00043,0.10126,0.10296,,0.00096,0.0034,0.00394,0.0,0.267589,2,,,0.00356,0.00648,0.00703,0.0,0.019014,5,,,
yelp,B_blind,JS,Steck-b,0.09585,0.0004683,0.09536,0.00044,0.09449,0.09621,,,,,,,,,,,,,,,,,,
yelp,B_full,CatMRR,BASE,0.74966,0.0028613,0.75198,0.00208,0.74781,0.75584,,,,,,,,,,,,,,,,,,
yelp,B_full,CatMRR,SIT,0.7477,0.0035965,0.75136,0.00208,0.74721,0.75528,,-0.00196,-0.0009,-0.00036,0.0,0.011957,0,,,-0.00147,-0.00062,1e-05,0.06,0.022887,0,,,
yelp,B_full,CatMRR,Steck-b,0.74917,0.0029445,0.75167,0.00217,0.74725,0.75583,,,,,,,,,,,,,,,,,,
yelp,B_full,CatNDCG,BASE,0.76394,0.0020579,0.76502,0.00213,0.76084,0.76931,,,,,,,,,,,,,,,,,,
yelp,B_full,CatNDCG,SIT,0.76251,0.00231,0.76423,0.00213,0.76003,0.76849,,-0.00143,-0.00101,-0.00055,0.0,0.002419,0,,,-0.00118,-0.00103,-0.00044,0.0,0.001774,0,,,
