gamma,depth,n,city,K,eps,ari_mean,ari_min,bfrac,n_iters,secs
0.5,5,3,bangkok,4,0.03,0.5415689752470133,0.36236470926261666,0.3514994018892051,21,11.1
0.5,5,3,nyc_tist,6,0.02,0.6062101060276053,0.5016643510204608,0.254297313639112,18,6.2
0.5,5,3,saopaulo,8,0.02,0.5722672157513956,0.4519069479810932,0.2544063079777365,28,12.2
0.5,5,3,tokyo_tist,4,0.05,0.7869876057086677,0.6826023893748113,0.17946931117662823,57,34.7
0.5,5,5,istanbul,8,0.01,0.6001777239027005,0.5434915762401424,0.24583530569618395,44,74.8
0.5,5,5,bangkok,4,0.03,0.9999014269827328,0.9998521404740991,0.21460215319886153,12,7.1
0.5,5,5,nyc_tist,6,0.02,0.6321593245711051,0.5363780922120474,0.26792346894705016,33,5.8
0.5,5,5,saopaulo,8,0.02,0.6529306822417981,0.5390647254019197,0.2843692022263451,46,11.4
0.5,5,5,tokyo_tist,4,0.05,0.7246529590827686,0.5869794386241528,0.14610321927395098,45,22.8
0.5,5,7,istanbul,8,0.01,0.457598407474459,0.29587515373256645,0.2453031020253158,32,64.7
0.5,5,7,bangkok,4,0.03,0.8604617601381973,0.7908022771989308,0.27567545270799815,19,8.6
0.5,5,7,nyc_tist,6,0.02,0.6039339031786959,0.4863941875595568,0.26829057614235124,35,6.0
0.5,5,7,saopaulo,8,0.02,0.7252993249977419,0.6661752586649712,0.23594619666048236,34,17.9
0.5,5,7,tokyo_tist,4,0.05,0.7284875211789624,0.5927312817684436,0.12591798445456984,36,31.2
0.5,5,10,istanbul,8,0.01,0.5671084489974044,0.41570390222760206,0.2577416913379173,56,100.7
0.5,5,10,bangkok,4,0.03,0.7734422412090093,0.6602215216201623,0.47930536649754574,27,12.4
0.5,5,10,nyc_tist,6,0.02,0.64484591212124,0.5375127727489917,0.27362442774466617,40,7.0
0.5,5,10,saopaulo,8,0.02,0.647778458542095,0.5013933129502888,0.2445269016697588,41,10.8
0.5,5,10,tokyo_tist,4,0.05,0.7730508830559103,0.6851800030678669,0.1337979094076655,40,20.8
0.5,6,3,istanbul,8,0.01,0.5960676163979292,0.47273998132554695,0.25079095093296105,37,61.1
0.5,6,3,bangkok,4,0.03,0.8484164011665764,0.7726326971716724,0.24768386750814667,17,7.7
0.5,6,3,nyc_tist,6,0.02,0.9998006351769791,0.9997009528556051,0.21756499956810918,19,3.9
0.5,6,3,saopaulo,8,0.02,0.5955913491359616,0.49046765371204293,0.27135126777983926,52,12.7
0.5,6,3,tokyo_tist,4,0.05,0.7689091261974035,0.6533664559202941,0.1604157360254921,38,18.9
0.5,6,5,istanbul,8,0.01,0.5801236526236471,0.4902570951217231,0.24875841430049983,34,55.9
0.5,6,5,bangkok,4,0.03,0.8607656037659193,0.7912789827580174,0.2688776141566638,16,7.5
0.5,6,5,nyc_tist,6,0.02,0.6308761000655674,0.5230961957887912,0.2609700267772307,23,4.4
0.5,6,5,saopaulo,8,0.02,0.7350243345576097,0.613996634935678,0.2182591218305504,66,15.6
0.5,6,5,tokyo_tist,4,0.05,1.0,1.0,0.1108549986598767,11,9.3
0.5,6,7,istanbul,8,0.01,0.5473147532306125,0.4916550723428507,0.23831224576577156,31,48.6
0.5,6,7,bangkok,4,0.03,0.9983528002042895,0.9975295570737421,0.3849688569896465,19,7.7
0.5,6,7,nyc_tist,6,0.02,0.719770190988238,0.579655286482357,0.25710460395611984,33,5.2
0.5,6,7,saopaulo,8,0.02,0.7508027302404129,0.6747524323398497,0.1869047619047619,36,8.6
0.5,6,7,tokyo_tist,4,0.05,0.9998857897224873,0.999828684583731,0.108692933083177,22,12.1
0.5,6,10,istanbul,8,0.01,0.8374400126572551,0.7566902365267023,0.23403857005699127,33,49.9
0.5,6,10,bangkok,4,0.03,0.6288036102927332,0.5450971094568048,0.3191766695540981,14,6.7
0.5,6,10,nyc_tist,6,0.02,0.627166844664295,0.5234048531110622,0.27265267340416344,29,4.6
0.5,6,10,saopaulo,8,0.02,0.9091955193227036,0.86401493711381,0.1945269016697588,54,11.7
0.5,6,10,tokyo_tist,4,0.05,0.8092121169153734,0.7138181753730601,0.19027963906012688,80,30.6
0.6,2,3,istanbul,8,0.01,0.8183340985269392,0.8091007395600148,0.2086773267864259,61,80.7
0.6,2,3,bangkok,4,0.03,0.6403475503487361,0.5122647477209649,0.3402136699253393,11,5.9
0.6,2,3,nyc_tist,6,0.02,0.6940614072914583,0.6776297155606976,0.286775503152803,39,5.6
0.6,2,3,saopaulo,8,0.02,0.6157018642205684,0.5354551785416343,0.1619356833642548,21,5.9
0.6,2,3,tokyo_tist,4,0.05,0.6314235242314793,0.4471352863472189,0.19410345751809166,57,22.7
0.6,2,5,istanbul,8,0.01,0.5224011500201248,0.41932783245415484,0.200402763180064,60,79.9
0.6,2,5,bangkok,4,0.03,0.8060867309426659,0.7091464244730946,0.28065008456049173,23,8.1
0.6,2,5,nyc_tist,6,0.02,0.686647980204949,0.5863226755332003,0.27142178457286,42,6.0
0.6,2,5,saopaulo,8,0.02,0.6747637934544043,0.5873159391514859,0.16671304885590602,38,9.5
0.6,2,5,tokyo_tist,4,0.05,0.9022872745600993,0.8534309118401489,0.16000476488281365,11,10.6
0.6,2,7,istanbul,8,0.01,0.5667493229402466,0.4933819509890936,0.2305270955853839,70,94.0
0.6,2,7,bangkok,4,0.03,0.6326492746495807,0.45079667950027535,0.5542795858598358,17,7.3
0.6,2,7,nyc_tist,6,0.02,0.5855861806218413,0.5316463916479718,0.2936209726181221,40,5.9
0.6,2,7,saopaulo,8,0.02,0.8991312975226972,0.8486996363050839,0.14284168212739642,30,7.6
0.6,2,7,tokyo_tist,4,0.05,0.7598908084309048,0.6398362126463574,0.12236219065487358,33,15.4
0.6,2,10,istanbul,8,0.01,0.6136154798591545,0.45461420541513536,0.2020796059018445,28,42.8
0.6,2,10,bangkok,4,0.03,0.5956795416318122,0.5877984985518869,0.5201006476096194,18,7.3
0.6,2,10,nyc_tist,6,0.02,0.6515038891868096,0.6256969591966093,0.3493348881402781,37,5.4
0.6,2,10,saopaulo,8,0.02,0.8168155362921118,0.7699709946928973,0.1659400123685838,29,7.1
0.6,2,10,tokyo_tist,4,0.05,0.7421817119256581,0.6132725678884873,0.11190327287888263,34,15.4
0.6,3,3,istanbul,8,0.01,0.831157982016005,0.7467369730240074,0.21173682929634116,53,71.2
0.6,3,3,bangkok,4,0.03,0.6707370137014147,0.5998338844908934,0.34774574103865036,35,10.8
0.6,3,3,nyc_tist,6,0.02,0.6420460515211156,0.6035413030139495,0.2586378163600242,15,3.2
0.6,3,3,saopaulo,8,0.02,0.8169353773397146,0.7974574824535122,0.18597711811997528,45,9.9
0.6,3,3,tokyo_tist,4,0.05,0.7594388389193178,0.6975422393375029,0.15536496024300903,32,15.0
0.6,3,5,istanbul,8,0.01,0.6620103009356201,0.615147484103684,0.21091579147243908,48,66.6
0.6,3,5,bangkok,4,0.03,0.9978007079645691,0.9967010619468537,0.23874107989935237,80,19.3
0.6,3,5,nyc_tist,6,0.02,0.9163343239054861,0.8745014858582293,0.2041763842100717,80,9.8
0.6,3,5,saopaulo,8,0.02,0.7900409139972662,0.7020744605753401,0.20250463821892395,58,12.4
0.6,3,5,tokyo_tist,4,0.05,0.7719040314508508,0.6742415722221388,0.12124839929717979,56,22.7
0.6,3,7,istanbul,8,0.01,0.5718146958986607,0.5348312284478204,0.21836396847428707,24,39.8
0.6,3,7,bangkok,4,0.03,0.9982749360030795,0.9974124040046192,0.25477044920183145,80,18.9
0.6,3,7,nyc_tist,6,0.02,0.7312199721212634,0.6084964084722911,0.24555152457458754,22,4.2
0.6,3,7,saopaulo,8,0.02,0.7051700229810335,0.625361777164051,0.20471552257266543,27,7.2
0.6,3,7,tokyo_tist,4,0.05,0.785423195536544,0.6798467892742599,0.10524434914678817,58,25.4
0.6,3,10,istanbul,8,0.01,0.6839094485483524,0.5799078894076307,0.19889975582816508,25,40.7
0.6,3,10,bangkok,4,0.03,0.8087402231310575,0.7134498683939191,0.3404364146351524,80,19.8
0.6,3,10,nyc_tist,6,0.02,0.921874665369787,0.8829918412145473,0.20996372117128792,42,5.9
0.6,3,10,saopaulo,8,0.02,0.6784214164987247,0.5697228139340272,0.22959183673469385,62,13.3
0.6,3,10,tokyo_tist,4,0.05,1.0,1.0,0.05034694302986986,10,8.1
0.6,4,3,istanbul,8,0.01,0.5006107474808997,0.478048555353435,0.23163429317201412,32,47.6
0.6,4,3,bangkok,4,0.03,0.8247277694670182,0.7370916542005272,0.2826465371447428,60,15.2
0.6,4,3,nyc_tist,6,0.02,0.7470345158351113,0.6286491900522823,0.2500647836227002,32,5.0
0.6,4,3,saopaulo,8,0.02,0.6646338010436755,0.5384756214570273,0.25655534941249225,42,9.5
0.6,4,3,tokyo_tist,4,0.05,0.8425609335335538,0.763975977919561,0.21038744453378602,57,22.9
0.6,4,5,istanbul,8,0.01,0.5976273292530578,0.5542249500442685,0.2389059604136747,51,69.4
0.6,4,5,bangkok,4,0.03,0.5143191144885408,0.3893962278027385,0.4288825640391041,15,6.6
0.6,4,5,nyc_tist,6,0.02,0.602812502159787,0.4798878987081119,0.3061458063401572,27,4.4
0.6,4,5,saopaulo,8,0.02,0.897136993121979,0.8631636856406745,0.1770408163265306,61,12.8
0.6,4,5,tokyo_tist,4,0.05,0.77685624968107,0.665284374521605,0.11439888025253879,33,15.8
0.6,4,7,istanbul,8,0.01,0.5369348184014321,0.5192893282761538,0.21909675141809545,31,47.5
0.6,4,7,bangkok,4,0.03,0.8730757477133322,0.8096149098520713,0.30846842387493295,62,15.7
0.6,4,7,nyc_tist,6,0.02,0.7395462062779661,0.6093925981321348,0.2953053468083269,16,3.6
0.6,4,7,saopaulo,8,0.02,0.7082904376648901,0.6315950574864294,0.26099257884972166,33,8.4
0.6,4,7,tokyo_tist,4,0.05,0.7417208235615274,0.6125812353422911,0.11340421096518656,42,18.4
0.6,4,10,istanbul,8,0.01,0.6601978419835948,0.5347254940840607,0.23635994084248643,38,55.7
0.6,4,10,bangkok,4,0.03,0.5500022825488774,0.39857602549908633,0.38137194241636757,24,10.2
0.6,4,10,nyc_tist,6,0.02,0.6548113596114807,0.5941839557604994,0.29571564308542797,25,4.4
0.6,4,10,saopaulo,8,0.02,0.772044980389821,0.6693151938772351,0.2026437847866419,21,6.1
0.6,4,10,tokyo_tist,4,0.05,0.8433726677536914,0.765059001630537,0.13925370022930997,34,16.1
0.6,5,3,istanbul,8,0.01,0.5620454587422355,0.463968814062789,0.2602609670060468,28,44.1
0.6,5,3,bangkok,4,0.03,0.863368231964845,0.7953928380281698,0.32786371323681057,23,8.4
0.6,5,3,nyc_tist,6,0.02,0.566396574596283,0.5019795490039658,0.29493823961302584,22,4.0
0.6,5,3,saopaulo,8,0.02,0.8160478209514888,0.7251271189531813,0.2131570810142239,18,5.3
0.6,5,3,tokyo_tist,4,0.05,1.0,1.0,0.1095446558861193,20,11.2
0.6,5,5,istanbul,8,0.01,0.6902740388332607,0.58765626183228,0.24817539721382018,25,40.1
0.6,5,5,bangkok,4,0.03,0.7115361449675954,0.5675694575692835,0.22092150311430103,15,6.5
0.6,5,5,nyc_tist,6,0.02,0.9958560253331563,0.9937854657257253,0.2771875269931761,28,4.5
0.6,5,5,saopaulo,8,0.02,0.7402967032874752,0.6323614179228352,0.2231601731601732,43,9.7
0.6,5,5,tokyo_tist,4,0.05,1.0,1.0,0.09740016081479497,21,12.0
0.6,5,7,istanbul,8,0.01,0.7587671044834196,0.6816128108341205,0.21546760377302984,40,57.8
0.6,5,7,bangkok,4,0.03,0.9985840920839936,0.9978761415841241,0.2724827785340098,12,6.0
0.6,5,7,nyc_tist,6,0.02,0.9992615995598166,0.9988923993397248,0.2859333160577006,28,4.6
0.6,5,7,saopaulo,8,0.02,0.7469806081725862,0.6205673248779762,0.2430117501546073,24,6.5
0.6,5,7,tokyo_tist,4,0.05,0.5186257988062143,0.31513653528014496,0.14037940379403793,80,30.2
0.6,5,10,istanbul,8,0.01,0.5349298170773272,0.49308173923940246,0.23112081023328704,36,60.5
0.6,5,10,bangkok,4,0.03,0.47981739319579614,0.3851780564419805,0.4048838840077548,20,8.2
0.6,5,10,nyc_tist,6,0.02,0.7385119563809198,0.6084202145678362,0.32400449166450723,29,4.9
0.6,5,10,saopaulo,8,0.02,0.8740132720822156,0.8200734528652197,0.19542362399505256,44,10.1
0.6,5,10,tokyo_tist,4,0.05,0.768176959816136,0.652265439724204,0.13579320408588702,38,18.3
0.6,6,3,istanbul,8,0.01,0.49982726546396544,0.42632392188724383,0.2268284137923657,29,45.3
0.6,6,3,bangkok,4,0.03,0.9998956501400519,0.9998434752100779,0.2212102462566514,23,7.3
0.6,6,3,nyc_tist,6,0.02,0.6536127982458774,0.5044302427548516,0.29148311306901614,28,3.9
0.6,6,3,saopaulo,8,0.02,0.7948421096465051,0.6980701487245594,0.16204390847247993,49,9.4
0.6,6,3,tokyo_tist,4,0.05,0.8952423545494196,0.8428635318241293,0.14786026981148934,17,9.4
0.6,6,5,istanbul,8,0.01,0.5086309066719438,0.40434433396275404,0.2563296132564179,36,48.7
0.6,6,5,bangkok,4,0.03,0.6996067267528385,0.5494100901292577,0.29163882357794,12,5.3
0.6,6,5,nyc_tist,6,0.02,0.7091257859007124,0.5636886788510688,0.30454781031355277,31,4.2
0.6,6,5,saopaulo,8,0.02,0.999919629905705,0.9998794448585574,0.17288188002473714,58,10.8
0.6,6,5,tokyo_tist,4,0.05,0.6940005379412711,0.6494746273650233,0.18926710146222345,56,20.0
0.6,6,7,istanbul,8,0.01,0.7436387288548955,0.6972307677316019,0.22030557583634872,38,58.4
0.6,6,7,bangkok,4,0.03,0.9990878712770529,0.9986318421370882,0.27046157653755726,21,9.2
0.6,6,7,nyc_tist,6,0.02,0.7165053524645139,0.575376727466702,0.3154314589271832,44,7.2
0.6,6,7,saopaulo,8,0.02,0.6333983154119573,0.5306859946684378,0.21224489795918366,48,11.4
0.6,6,7,tokyo_tist,4,0.05,1.0,1.0,0.09842461061973257,15,10.0
0.6,6,10,istanbul,8,0.01,0.811564313038163,0.717397073091724,0.21287879395694764,55,75.7
0.6,6,10,bangkok,4,0.03,0.9999304993573396,0.9998957490385946,0.2791321206121355,19,7.2
0.6,6,10,nyc_tist,6,0.02,0.6440000194540336,0.5701924981641764,0.31305605942817655,21,3.6
0.6,6,10,saopaulo,8,0.02,0.8631593170750606,0.8252791831935806,0.2227581941867656,58,12.2
0.6,6,10,tokyo_tist,4,0.05,0.5255174100714056,0.29215878598931727,0.19160189404091843,80,29.2
0.7,2,3,istanbul,8,0.01,0.625386522904983,0.4702656973740755,0.17979658587333555,19,33.2
0.7,2,3,bangkok,4,0.03,0.7973917468648352,0.6964553755384432,0.2658829352802871,22,8.8
0.7,2,3,nyc_tist,6,0.02,0.7811186083866262,0.6925003970984545,0.3013086291785437,63,10.8
0.7,2,3,saopaulo,8,0.02,0.6024064064737211,0.5010887159846007,0.17050092764378477,47,14.8
0.7,2,3,tokyo_tist,4,0.05,0.7023435545349167,0.6127807582551857,0.2011733523928646,30,27.9
0.7,2,5,istanbul,8,0.01,0.7684408909755245,0.6544507863408747,0.22277136369836084,26,94.4
0.7,2,5,bangkok,4,0.03,0.8359869404957077,0.7540488745758501,0.35742276120942124,13,12.8
0.7,2,5,nyc_tist,6,0.02,0.6138422034781029,0.5522294647297987,0.33160577006132846,23,8.9
0.7,2,5,saopaulo,8,0.02,0.7584740831948783,0.6918889520736705,0.20443722943722945,33,17.3
0.7,2,5,tokyo_tist,4,0.05,0.7588319281106614,0.6593242627058722,0.1604157360254921,57,44.8
0.7,2,7,istanbul,8,0.01,0.7554523565731678,0.6559197939869346,0.1931712117929915,35,100.6
0.7,2,7,bangkok,4,0.03,0.6694099675422202,0.5588928248239668,0.4368931237883101,16,14.7
0.7,2,7,nyc_tist,6,0.02,0.5603665535686134,0.47805044852515094,0.3370259998272436,45,11.3
0.7,2,7,saopaulo,8,0.02,0.7094499457162812,0.5728680323277244,0.1427643784786642,49,22.5
0.7,2,7,tokyo_tist,4,0.05,1.0,1.0,0.11394621638524077,8,13.9
0.7,2,10,istanbul,8,0.01,0.5549182833086298,0.43540044443127884,0.18545024697994475,34,74.2
0.7,2,10,bangkok,4,0.03,0.9972058873082746,0.9958089818548905,0.6478983624138926,31,14.7
0.7,2,10,nyc_tist,6,0.02,0.8506585966079531,0.7759878949119295,0.26304310270363657,25,7.4
0.7,2,10,saopaulo,8,0.02,0.799596978162941,0.7340532154792729,0.16725417439703152,40,14.4
0.7,2,10,tokyo_tist,4,0.05,0.6046473687689289,0.46223280701376734,0.2881086393281515,35,20.9
0.7,3,3,istanbul,8,0.01,0.5347996683723157,0.4670637784265061,0.228283282118759,22,42.8
0.7,3,3,bangkok,4,0.03,0.7220803209824406,0.5831204814736608,0.18476261188796764,56,15.7
0.7,3,3,nyc_tist,6,0.02,0.5921536184240183,0.5467499474510369,0.2744666148397685,18,4.1
0.7,3,3,saopaulo,8,0.02,0.6503872301743489,0.49442078002281975,0.18115337043908472,60,15.6
0.7,3,3,tokyo_tist,4,0.05,0.7366331122074387,0.6049496683111579,0.08262902409243872,33,16.8
0.7,3,5,istanbul,8,0.01,0.6033173370381135,0.46282203692348933,0.20548410476121706,25,45.9
0.7,3,5,bangkok,4,0.03,0.6615886028327647,0.49238290424914694,0.3823289196881574,60,18.7
0.7,3,5,nyc_tist,6,0.02,0.6978379202660935,0.547332145878323,0.283579511099594,20,4.6
0.7,3,5,saopaulo,8,0.02,0.6805288011142708,0.5586943424816239,0.19605751391465676,45,12.4
0.7,3,5,tokyo_tist,4,0.05,0.9068166141628455,0.8631602620605253,0.10743023913755623,57,28.2
0.7,3,7,istanbul,8,0.01,0.597981931823817,0.5139613510486656,0.19882219850929483,45,92.4
0.7,3,7,bangkok,4,0.03,0.9978689611672221,0.996803441750833,0.3150435177164543,80,25.8
0.7,3,7,nyc_tist,6,0.02,0.6917078551178862,0.5452626731198492,0.32070052690679796,31,6.0
0.7,3,7,saopaulo,8,0.02,0.6751722195215445,0.5572021298061711,0.2005256648113791,44,14.1
0.7,3,7,tokyo_tist,4,0.05,0.6674657201226882,0.5049556088353621,0.0873760385955508,57,30.9
0.7,3,10,istanbul,8,0.01,0.6936103332079991,0.5893478791837977,0.19525188745095837,41,75.8
0.7,3,10,bangkok,4,0.03,0.6700001727517088,0.6067163466692226,0.41736583756135787,41,15.8
0.7,3,10,nyc_tist,6,0.02,0.7483198327480797,0.6295307942668523,0.27301978059946447,36,8.1
0.7,3,10,saopaulo,8,0.02,0.6866411204902846,0.5607264697305652,0.1854978354978355,47,15.2
0.7,3,10,tokyo_tist,4,0.05,0.5279983052072913,0.30487146267355925,0.15292891390452365,56,30.4
0.7,4,3,istanbul,8,0.01,0.577377756742144,0.5043783034423849,0.23011256508797406,35,59.7
0.7,4,3,bangkok,4,0.03,0.6098967950931208,0.41491497489968976,0.30717320463638986,15,7.7
0.7,4,3,nyc_tist,6,0.02,0.6024185880214635,0.4537708927307731,0.27859117215168006,37,6.2
0.7,4,3,saopaulo,8,0.02,0.6727478338419003,0.5423446708595976,0.19902597402597402,60,14.9
0.7,4,3,tokyo_tist,4,0.05,0.49348426849732224,0.27620339795290083,0.19354358378748623,80,35.4
0.7,4,5,istanbul,8,0.01,0.5786242635944271,0.4654865161046199,0.23365613224325185,55,86.9
0.7,4,5,bangkok,4,0.03,0.5535003465862686,0.5103395211897456,0.40224394670626573,42,13.7
0.7,4,5,nyc_tist,6,0.02,0.7037261638993676,0.5556716095578967,0.3286689124989202,26,5.1
0.7,4,5,saopaulo,8,0.02,0.7021810028773791,0.6184511340376018,0.17529375386518242,61,14.8
0.7,4,5,tokyo_tist,4,0.05,0.8403061738341558,0.7643336983714056,0.13466750052115906,57,27.6
0.7,4,7,istanbul,8,0.01,0.6433030193281138,0.5369064702141791,0.2263710930500619,26,49.9
0.7,4,7,bangkok,4,0.03,0.9993027977669443,0.9989892909689909,0.31904467268902365,64,20.5
0.7,4,7,nyc_tist,6,0.02,0.9990610382942778,0.9987609830732794,0.34665716506867067,22,4.8
0.7,4,7,saopaulo,8,0.02,0.7747376562822516,0.6840651134459178,0.21736239950525663,61,15.5
0.7,4,7,tokyo_tist,4,0.05,0.5826272877547748,0.38634546509945006,0.19403794037940378,41,21.8
0.7,4,10,istanbul,8,0.01,0.6661939125870694,0.5707047298253907,0.2255233113231011,35,63.6
0.7,4,10,bangkok,4,0.03,0.8528012595988432,0.779201889398265,0.42220022274470986,27,11.6
0.7,4,10,nyc_tist,6,0.02,0.6973378605389603,0.5468126432282336,0.3378249978405459,23,6.0
0.7,4,10,saopaulo,8,0.02,0.9616341966519829,0.9504917954291521,0.1833178726035869,58,14.9
0.7,4,10,tokyo_tist,4,0.05,1.0,1.0,0.07320646832841955,14,12.2
0.7,5,3,istanbul,8,0.01,0.42717713989865064,0.3682073567848297,0.24772877403273993,50,83.5
0.7,5,3,bangkok,4,0.03,0.6450109857368459,0.5663418212560554,0.3326650992038939,16,8.2
0.7,5,3,nyc_tist,6,0.02,0.5231809977075309,0.4106538307435342,0.301416601883044,23,5.2
0.7,5,3,saopaulo,8,0.02,0.6036322865981538,0.4372985555930653,0.223747680890538,33,9.6
0.7,5,3,tokyo_tist,4,0.05,0.7213089989639818,0.5819634984459727,0.14280353792548914,33,18.4
0.7,5,5,istanbul,8,0.01,0.7338446862592325,0.7013251519100341,0.23043616631498431,37,65.3
0.7,5,5,bangkok,4,0.03,0.8553222654038671,0.7831096489671853,0.3566060306067731,18,8.9
0.7,5,5,nyc_tist,6,0.02,0.7417373022711637,0.6130288471429725,0.35235812386628657,46,7.5
0.7,5,5,saopaulo,8,0.02,0.8548758796078504,0.7828475232106866,0.20766852195423624,27,8.1
0.7,5,5,tokyo_tist,4,0.05,0.7260736483479873,0.5928348622325469,0.17841508085410526,58,28.1
0.7,5,7,istanbul,8,0.01,0.6047764272794781,0.5372151555174912,0.270543997732117,56,91.2
0.7,5,7,bangkok,4,0.03,0.7046880436343285,0.5570320654514928,0.36475683702512063,43,15.4
0.7,5,7,nyc_tist,6,0.02,0.9441587705427033,0.916795690795985,0.3259695948864127,36,6.6
0.7,5,7,saopaulo,8,0.02,0.786613497855137,0.680609663065678,0.16986703772418058,51,13.3
0.7,5,7,tokyo_tist,4,0.05,0.7879987531703256,0.6871846729677844,0.1297775395336371,58,27.9
0.7,5,10,istanbul,8,0.01,0.7792382780739141,0.6689087560705834,0.273630244145091,63,101.9
0.7,5,10,bangkok,4,0.03,0.700727292018375,0.551882746001687,0.37278389638246096,32,12.7
0.7,5,10,nyc_tist,6,0.02,0.7770022454371069,0.6667380561600218,0.3355575710460396,25,5.0
0.7,5,10,saopaulo,8,0.02,0.845005711019576,0.7680614875688795,0.2054730983302412,35,9.7
0.7,5,10,tokyo_tist,4,0.05,1.0,1.0,0.08667917448405253,16,12.1
0.7,6,3,istanbul,8,0.01,0.5697646801002252,0.43986804479307,0.24147070071700405,35,61.3
0.7,6,3,bangkok,4,0.03,0.9997549167681231,0.9996687189097937,0.24939982675411457,14,7.7
0.7,6,3,nyc_tist,6,0.02,0.712251047361342,0.5692473965564416,0.31037833635656903,25,4.7
0.7,6,3,saopaulo,8,0.02,0.814287281228451,0.7220094482213449,0.24240878169449598,26,7.6
0.7,6,3,tokyo_tist,4,0.05,0.7698612066507055,0.6547918099760581,0.15105274129664373,34,17.6
0.7,6,5,istanbul,8,0.01,0.7599556161314199,0.6764604286046986,0.21770874284934894,35,59.2
0.7,6,5,bangkok,4,0.03,0.7098379488927457,0.5647936676496887,0.33292084312997566,20,8.8
0.7,6,5,nyc_tist,6,0.02,0.70119337749186,0.5518449440459477,0.32957588321672276,28,5.1
0.7,6,5,saopaulo,8,0.02,0.6959172160201486,0.5603598177223329,0.21872294372294374,65,15.1
0.7,6,5,tokyo_tist,4,0.05,0.7732191665410872,0.6598355995934413,0.13875934363739242,38,19.5
0.7,6,7,istanbul,8,0.01,0.7197794822454749,0.5824295548420575,0.2459422813084187,52,112.8
0.7,6,7,bangkok,4,0.03,0.9993377027476283,0.9990065895439436,0.33910819618034066,15,8.1
0.7,6,7,nyc_tist,6,0.02,0.6185029300131648,0.5396386590487082,0.3444545218968645,23,4.6
0.7,6,7,saopaulo,8,0.02,0.7072864368328954,0.5863473467219137,0.21275510204081635,62,15.0
0.7,6,7,tokyo_tist,4,0.05,0.7708477761456352,0.6562837836728317,0.1373417910003276,47,22.9
0.7,6,10,istanbul,8,0.01,0.7172636414948319,0.6224138146982062,0.2438214897958638,43,79.2
0.7,6,10,bangkok,4,0.03,0.7022942910953492,0.5534793316512798,0.3663572990141484,31,11.3
0.7,6,10,nyc_tist,6,0.02,0.7065832450450102,0.5602524264147704,0.34624686879156946,34,6.1
0.7,6,10,saopaulo,8,0.02,0.7065576677777207,0.5869004442154105,0.21759431045145328,41,11.0
0.7,6,10,tokyo_tist,4,0.05,0.7711303333366611,0.6566955000049918,0.18114297626492748,60,27.4
0.8,2,3,istanbul,8,0.01,0.5261740868687007,0.46312422041007045,0.22069603682100572,54,82.5
0.8,2,3,bangkok,4,0.03,0.5520938788987158,0.4367781739290813,0.3872953017365837,19,8.1
0.8,2,3,nyc_tist,6,0.02,0.48278450332952455,0.368727410328655,0.3467651377731709,23,4.6
0.8,2,3,saopaulo,8,0.02,0.6752801446368325,0.5794645110032217,0.16816635745207173,24,7.0
0.8,2,3,tokyo_tist,4,0.05,0.7714353472490831,0.6571566914406616,0.1291819291819292,34,17.2
0.8,2,5,istanbul,8,0.01,0.7926314848890534,0.7291311621882414,0.1819574932404785,70,104.7
0.8,2,5,bangkok,4,0.03,0.6073842745119407,0.5792330454830512,0.44774986594068383,13,7.2
0.8,2,5,nyc_tist,6,0.02,0.6819003599487976,0.5233455383273421,0.3330741988425326,42,6.6
0.8,2,5,saopaulo,8,0.02,0.6881996358962903,0.6363624746374549,0.1889301175015461,48,11.7
0.8,2,5,tokyo_tist,4,0.05,0.8801780249954717,0.8202670374932075,0.09496411447630959,32,16.6
0.8,2,7,istanbul,8,0.01,0.7502381386685991,0.6973867561489441,0.2109050939112156,35,56.4
0.8,2,7,bangkok,4,0.03,0.6863212655254093,0.531972453995665,0.49196056593655896,21,8.7
0.8,2,7,nyc_tist,6,0.02,0.6359854616687853,0.5048430954012364,0.3017405199965449,40,6.3
0.8,2,7,saopaulo,8,0.02,0.8468164472291845,0.7787835447033356,0.1519944341372913,35,9.3
0.8,2,7,tokyo_tist,4,0.05,0.5581168813393389,0.5427531837683647,0.196384645165133,35,18.1
0.8,2,10,istanbul,8,0.01,0.7341231694716686,0.6472480275918013,0.2073267596819615,51,76.5
0.8,2,10,bangkok,4,0.03,0.372341318578274,0.33797133358106307,0.6208307552695623,41,13.6
0.8,2,10,nyc_tist,6,0.02,0.6588664693008416,0.4916693968097174,0.35270363652068754,41,6.4
0.8,2,10,saopaulo,8,0.02,0.811837170704038,0.7995983047968984,0.1678416821273964,36,9.7
0.8,2,10,tokyo_tist,4,0.05,0.4942541270369545,0.280124806008147,0.15892671014622234,74,32.1
0.8,3,3,istanbul,8,0.01,0.6462648695360883,0.6201352725785105,0.23587587619712394,35,57.2
0.8,3,3,bangkok,4,0.03,0.8434940984393272,0.7678935011082686,0.2889823866683166,57,16.0
0.8,3,3,nyc_tist,6,0.02,0.6429032612541504,0.4998092945366012,0.27176729722726095,46,7.0
0.8,3,3,saopaulo,8,0.02,0.5942544651890983,0.5521499043938035,0.20904452690166975,60,13.9
0.8,3,3,tokyo_tist,4,0.05,0.7823768811459099,0.673565321718865,0.08710205783376516,38,18.4
0.8,3,5,istanbul,8,0.01,0.7021516932518791,0.5794343111089074,0.2066501389345764,35,57.0
