dataset,backbone,seed,method,situation,n_requests,n_users,macroCatMRR,microCatMRR,n_cats_supported,low_support
saopaulo,SASRec,44,Steck-b,2,5810,1051,0.318259814752057,0.5699160308356513,9,False
saopaulo,SASRec,44,Steck-b,3,11725,2451,0.3066100405583832,0.4232532682715305,10,False
saopaulo,B_blind,45,BASE,0,5466,1208,0.19648786520283124,0.3384028050098574,9,False
saopaulo,B_blind,45,BASE,1,737,317,0.26456443220199694,0.5731030070841708,6,False
saopaulo,B_blind,45,BASE,2,12599,2629,0.18217708068980953,0.31508545319982884,10,False
saopaulo,B_blind,45,BASE,3,5019,1033,0.20582407436091024,0.48789719668683784,8,False
saopaulo,B_blind,45,SIT,0,5466,1208,0.20234953011303444,0.34175792334740585,9,False
saopaulo,B_blind,45,SIT,1,737,317,0.2546134747125131,0.6621551246401068,6,False
saopaulo,B_blind,45,SIT,2,12599,2629,0.17810079838158174,0.34095296801474706,10,False
saopaulo,B_blind,45,SIT,3,5019,1033,0.17559837988860186,0.523437774168095,8,False
saopaulo,B_blind,45,Steck-b,0,5466,1208,0.27841175567118953,0.4016071581832381,9,False
saopaulo,B_blind,45,Steck-b,1,737,317,0.30398468870957535,0.68612775402854,6,False
saopaulo,B_blind,45,Steck-b,2,12599,2629,0.28617443307301016,0.39494326961103404,10,False
saopaulo,B_blind,45,Steck-b,3,5019,1033,0.25466897218136403,0.5449701851203158,8,False
saopaulo,B_full,45,BASE,0,5466,1208,0.3789184745598552,0.45920688552254757,9,False
saopaulo,B_full,45,BASE,1,737,317,0.4154009421742871,0.7470375436140649,6,False
saopaulo,B_full,45,BASE,2,12599,2629,0.3876121799588347,0.41864099682777606,10,False
saopaulo,B_full,45,BASE,3,5019,1033,0.32665185925552354,0.5609367678233234,8,False
saopaulo,B_full,45,SIT,0,5466,1208,0.370845836056429,0.4460510628224508,9,False
saopaulo,B_full,45,SIT,1,737,317,0.3836159447715409,0.743822325737073,6,False
saopaulo,B_full,45,SIT,2,12599,2629,0.3924799083817948,0.43077631365556324,10,False
saopaulo,B_full,45,SIT,3,5019,1033,0.2854838075533792,0.5654808343221938,8,False
saopaulo,B_full,45,Steck-b,0,5466,1208,0.3861414762306301,0.45931796617382237,9,False
saopaulo,B_full,45,Steck-b,1,737,317,0.4253944356289196,0.751294461046993,6,False
saopaulo,B_full,45,Steck-b,2,12599,2629,0.4098197802975581,0.4301838453509479,10,False
saopaulo,B_full,45,Steck-b,3,5019,1033,0.32863126583506186,0.562149236548894,8,False
saopaulo,EASE,45,BASE,0,5466,1208,0.1943488818187577,0.33489328543109853,9,False
saopaulo,EASE,45,BASE,1,737,317,0.2491771906471958,0.617005678160247,6,False
saopaulo,EASE,45,BASE,2,12599,2629,0.1841488950743157,0.30952517328036067,10,False
saopaulo,EASE,45,BASE,3,5019,1033,0.20681529397005485,0.5178760288410298,8,False
saopaulo,EASE,45,SIT,0,5466,1208,0.19918170898295728,0.3232828840159628,9,False
saopaulo,EASE,45,SIT,1,737,317,0.21302355915601692,0.7015742332501136,6,False
saopaulo,EASE,45,SIT,2,12599,2629,0.17983689728586918,0.34529763997249924,10,False
saopaulo,EASE,45,SIT,3,5019,1033,0.14551059144674758,0.5213826115176371,8,False
saopaulo,EASE,45,Steck-b,0,5466,1208,0.2667217493111224,0.38468657485325325,9,False
saopaulo,EASE,45,Steck-b,1,737,317,0.2706965122095016,0.6847617929485891,6,False
saopaulo,EASE,45,Steck-b,2,12599,2629,0.29970912492639734,0.3670540760303554,10,False
saopaulo,EASE,45,Steck-b,3,5019,1033,0.2382907088052571,0.5337516462608527,8,False
saopaulo,DeepFM,45,BASE,0,5466,1208,0.20850841020581035,0.35820266297053066,9,False
saopaulo,DeepFM,45,BASE,1,737,317,0.22772059769036956,0.7216230977259863,6,False
saopaulo,DeepFM,45,BASE,2,12599,2629,0.18291228388760272,0.3076007989822836,10,False
saopaulo,DeepFM,45,BASE,3,5019,1033,0.19139049397705643,0.5472684071936518,8,False
saopaulo,DeepFM,45,SIT,0,5466,1208,0.21500726203444911,0.36442170335628943,9,False
