dataset,backbone,seed,method,situation,n_requests,n_users,macroCatMRR,microCatMRR,n_cats_supported,low_support
ml1m,SASRec,43,Steck-b,3,12812,1164,0.3401114148734793,0.6556132309420637,16,False
ml1m,SASRec,43,Steck-b,4,17965,1912,0.38235318340412505,0.47117906953860333,17,False
ml1m,B_blind,44,BASE,0,17935,1911,0.13008290112019677,0.3172684649744159,17,False
ml1m,B_blind,44,BASE,1,31819,2372,0.12316796581135964,0.3722851119629501,18,False
ml1m,B_blind,44,BASE,2,25786,1910,0.12147327942910839,0.3268737313201645,17,False
ml1m,B_blind,44,BASE,3,12814,1165,0.14396903953176526,0.4440779007090325,16,False
ml1m,B_blind,44,BASE,4,8845,1904,0.1345455147595509,0.3730299061545965,17,False
ml1m,B_blind,44,SIT,0,17935,1911,0.1405612091583205,0.29631028450476643,17,False
ml1m,B_blind,44,SIT,1,31819,2372,0.11092542334150152,0.40907412505419033,18,False
ml1m,B_blind,44,SIT,2,25786,1910,0.11896164415530117,0.3443522881728499,17,False
ml1m,B_blind,44,SIT,3,12814,1165,0.1168208135742466,0.5330847981430216,16,False
ml1m,B_blind,44,SIT,4,8845,1904,0.13832735623391146,0.37990838803219906,17,False
ml1m,B_blind,44,Steck-b,0,17935,1911,0.13004761967474837,0.31571786124575,17,False
ml1m,B_blind,44,Steck-b,1,31819,2372,0.1229344823175402,0.3696425757267279,18,False
ml1m,B_blind,44,Steck-b,2,25786,1910,0.12213859530291116,0.32616609516006406,17,False
ml1m,B_blind,44,Steck-b,3,12814,1165,0.14406992562691123,0.44389507125225197,16,False
ml1m,B_blind,44,Steck-b,4,8845,1904,0.13472859701009396,0.3682958986961134,17,False
ml1m,B_full,44,BASE,0,17935,1911,0.27663820154315877,0.3773400545934921,17,False
ml1m,B_full,44,BASE,1,31819,2372,0.2133998159762818,0.4464446347034741,18,False
ml1m,B_full,44,BASE,2,25786,1910,0.23476709981526972,0.36923226796212083,17,False
ml1m,B_full,44,BASE,3,12814,1165,0.2245288382018718,0.5987645607356821,16,False
ml1m,B_full,44,BASE,4,8845,1904,0.090737437472315,0.4063223810089682,17,False
ml1m,B_full,44,SIT,0,17935,1911,0.2815951484275952,0.36408665592739314,17,False
ml1m,B_full,44,SIT,1,31819,2372,0.20278726004841385,0.46545604497454124,18,False
ml1m,B_full,44,SIT,2,25786,1910,0.2349252517438316,0.383154528764898,17,False
ml1m,B_full,44,SIT,3,12814,1165,0.20860825005066264,0.60405056498735,16,False
ml1m,B_full,44,SIT,4,8845,1904,0.09060660858612364,0.40221005682718586,17,False
ml1m,B_full,44,Steck-b,0,17935,1911,0.27524463493957163,0.3771563520966465,17,False
ml1m,B_full,44,Steck-b,1,31819,2372,0.21183187066578033,0.4449455228160476,18,False
ml1m,B_full,44,Steck-b,2,25786,1910,0.2339497377144576,0.36850980427822944,17,False
ml1m,B_full,44,Steck-b,3,12814,1165,0.22457603351404756,0.5973572289387343,16,False
ml1m,B_full,44,Steck-b,4,8845,1904,0.09113805024066707,0.40553509743941096,17,False
ml1m,EASE,44,BASE,0,17935,1911,0.13840337540369452,0.3368874810899999,17,False
ml1m,EASE,44,BASE,1,31819,2372,0.12346296187446784,0.37951896775996424,18,False
ml1m,EASE,44,BASE,2,25786,1910,0.1316795731857263,0.33639894186535496,17,False
ml1m,EASE,44,BASE,3,12814,1165,0.14881612415295906,0.487978380546468,16,False
ml1m,EASE,44,BASE,4,8845,1904,0.1339657850973762,0.3898666203007547,17,False
ml1m,EASE,44,SIT,0,17935,1911,0.1474515086089641,0.30917393693617234,17,False
ml1m,EASE,44,SIT,1,31819,2372,0.11069662000894478,0.4160696598123581,18,False
ml1m,EASE,44,SIT,2,25786,1910,0.13176979097733763,0.3700321775057959,17,False
ml1m,EASE,44,SIT,3,12814,1165,0.11392007141551004,0.5613860338056276,16,False
ml1m,EASE,44,SIT,4,8845,1904,0.13465786374053454,0.3908198778981081,17,False
ml1m,EASE,44,Steck-b,0,17935,1911,0.1387873379632673,0.3340095960270236,17,False
ml1m,EASE,44,Steck-b,1,31819,2372,0.12436681384303785,0.37410616083282744,18,False
ml1m,EASE,44,Steck-b,2,25786,1910,0.1336110407070852,0.33720772568651297,17,False
ml1m,EASE,44,Steck-b,3,12814,1165,0.15144555691387912,0.4823812866585281,16,False
ml1m,EASE,44,Steck-b,4,8845,1904,0.13510828189643645,0.3809941414010985,17,False
ml1m,DeepFM,44,BASE,0,17935,1911,0.2699061518988084,0.38196175487445944,17,False
ml1m,DeepFM,44,BASE,1,31819,2372,0.2033534681907968,0.448405251392065,18,False
ml1m,DeepFM,44,BASE,2,25786,1910,0.23387500779861298,0.3654740762359984,17,False
ml1m,DeepFM,44,BASE,3,12814,1165,0.21617225291977937,0.595379260640339,16,False
ml1m,DeepFM,44,BASE,4,8845,1904,0.09559013633881615,0.41830554830676026,17,False
ml1m,DeepFM,44,SIT,0,17935,1911,0.2743862757230426,0.3763045495540397,17,False
ml1m,DeepFM,44,SIT,1,31819,2372,0.20151537019963475,0.46298419778255095,18,False
ml1m,DeepFM,44,SIT,2,25786,1910,0.2357932523536757,0.3813652929644063,17,False
ml1m,DeepFM,44,SIT,3,12814,1165,0.20960529860196392,0.6068775919267801,16,False
ml1m,DeepFM,44,SIT,4,8845,1904,0.09455128410497562,0.4149573836940499,17,False
ml1m,DeepFM,44,Steck-b,0,17935,1911,0.2687745206516853,0.3823187300043936,17,False
ml1m,DeepFM,44,Steck-b,1,31819,2372,0.20290956744628952,0.4486720582545572,18,False
ml1m,DeepFM,44,Steck-b,2,25786,1910,0.23046762403746893,0.36558686887814573,17,False
ml1m,DeepFM,44,Steck-b,3,12814,1165,0.21522634137567895,0.599067099423258,16,False
ml1m,DeepFM,44,Steck-b,4,8845,1904,0.09672810472349719,0.41924209352392,17,False
ml1m,AFM,44,BASE,0,17935,1911,0.24994696792258442,0.3784264103135872,17,False
ml1m,AFM,44,BASE,1,31819,2372,0.19168377013324905,0.45390208799701753,18,False
ml1m,AFM,44,BASE,2,25786,1910,0.21529427119773747,0.36808429195320475,17,False
ml1m,AFM,44,BASE,3,12814,1165,0.20411011412384986,0.5810503741859947,16,False
ml1m,AFM,44,BASE,4,8845,1904,0.09518066274795023,0.4174748434643129,17,False
ml1m,AFM,44,SIT,0,17935,1911,0.2659040224506015,0.37235196073369975,17,False
ml1m,AFM,44,SIT,1,31819,2372,0.17895473584996263,0.4654320648704091,18,False
ml1m,AFM,44,SIT,2,25786,1910,0.21936694905252438,0.3846311468704388,17,False
ml1m,AFM,44,SIT,3,12814,1165,0.18129789652229544,0.6049496173845024,16,False
ml1m,AFM,44,SIT,4,8845,1904,0.09245467942966776,0.4103231189250254,17,False
ml1m,AFM,44,Steck-b,0,17935,1911,0.24305064722393457,0.38125622534330433,17,False
ml1m,AFM,44,Steck-b,1,31819,2372,0.18901609538759517,0.4591797083700944,18,False
ml1m,AFM,44,Steck-b,2,25786,1910,0.21012418127923088,0.37466744357874154,17,False
ml1m,AFM,44,Steck-b,3,12814,1165,0.19885948438065365,0.5843447535011289,16,False
ml1m,AFM,44,Steck-b,4,8845,1904,0.09924715123810529,0.42466466185609253,17,False
ml1m,FPMC,44,BASE,0,17935,1911,0.3298711060978526,0.42558669766902585,17,False
ml1m,FPMC,44,BASE,1,31819,2372,0.26599579187556643,0.4946199066275598,18,False
ml1m,FPMC,44,BASE,2,25786,1910,0.27562902748584855,0.42426536203021986,17,False
ml1m,FPMC,44,BASE,3,12814,1165,0.28620527593155337,0.6170598845496152,16,False
ml1m,FPMC,44,BASE,4,8845,1904,0.18153318758341377,0.45170299931601815,17,False
ml1m,FPMC,44,SIT,0,17935,1911,0.3387452001158605,0.4146197987373055,17,False
ml1m,FPMC,44,SIT,1,31819,2372,0.2556631006115032,0.5029012509220268,18,False
ml1m,FPMC,44,SIT,2,25786,1910,0.27497609017371205,0.4328357611575268,17,False
ml1m,FPMC,44,SIT,3,12814,1165,0.26861305133863245,0.6262294023406927,16,False
ml1m,FPMC,44,SIT,4,8845,1904,0.186021780834455,0.4468103434725926,17,False
ml1m,FPMC,44,Steck-b,0,17935,1911,0.3273758825377279,0.4252431613067878,17,False
ml1m,FPMC,44,Steck-b,1,31819,2372,0.2644928595147106,0.49395950485778845,18,False
ml1m,FPMC,44,Steck-b,2,25786,1910,0.273575787999866,0.4227449402685625,17,False
